poi_id,poi_name,poi_distance_from_bike_stn,poi_latitude,poi_longitude,bike_station_id,poi_bsns_category
56a4a042498e6402f68851de,Quill London,25,51.529362,-0.110606,7f3020118e56165ed8b2f61899edb971,Retail
4bd6e9305631c9b6fa8ca630,Myddelton Square,150,51.530052,-0.108537,7f3020118e56165ed8b2f61899edb971,Landmarks and Outdoors
4ac518e8f964a52077ab20e3,Sadler's Wells,254,51.529125,-0.106354,7f3020118e56165ed8b2f61899edb971,Arts and Entertainment
50da842cc84c4c57279457da,Present & Correct,280,51.530109,-0.106121,7f3020118e56165ed8b2f61899edb971,Retail
4ac518cdf964a520cca520e3,The Lexington,294,51.531702,-0.111473,7f3020118e56165ed8b2f61899edb971,Arts and Entertainment
527cf7d711d278b261650ba5,Turner & George,325,51.530392,-0.105858,7f3020118e56165ed8b2f61899edb971,Retail
4bffb0f0daf9c9b6c886faef,Moro Market Stall,306,51.525666,-0.109832,7f3020118e56165ed8b2f61899edb971,Dining and Drinking
5555d73f498eba1d92b0bd0a,Briki,330,51.526386,-0.108295,7f3020118e56165ed8b2f61899edb971,Dining and Drinking
5db438898813f20007ff3b1b,Mikkeller Brewpub London,365,51.525966,-0.109192,7f3020118e56165ed8b2f61899edb971,Dining and Drinking
54293665498e82f0e3cc82ea,Saint Espressō,348,51.532042,-0.107601,7f3020118e56165ed8b2f61899edb971,Dining and Drinking
4b1a6a68f964a5200dea23e3,Cafe Phillies,17,51.499786,-0.197632,67e6c16bce05410ba4b1f0f5000726ea,Dining and Drinking
5defbb2b54c07c000857d526,Megan's on the High Street,10,51.499632,-0.19745,67e6c16bce05410ba4b1f0f5000726ea,Dining and Drinking
4f312695e4b0951ff459b9d5,Nando's,41,51.499307,-0.197465,67e6c16bce05410ba4b1f0f5000726ea,Dining and Drinking
57d5606a498e432cab0a7099,The Design Museum,144,51.499903,-0.199759,67e6c16bce05410ba4b1f0f5000726ea,Arts and Entertainment
4ac518d1f964a520eca620e3,18 Stafford Terrace,108,51.500472,-0.196849,67e6c16bce05410ba4b1f0f5000726ea,Arts and Entertainment
4ba0f031f964a520818837e3,Waitrose,69,51.499071,-0.197882,67e6c16bce05410ba4b1f0f5000726ea,Retail
4aeb56cef964a52024c121e3,Kitchen W8,75,51.498961,-0.196759,67e6c16bce05410ba4b1f0f5000726ea,Dining and Drinking
4bb899ef98c7ef3b33343102,Trailfinders,47,51.499869,-0.197033,67e6c16bce05410ba4b1f0f5000726ea,Travel and Transportation
4cd1cef21ac7a1cdc9342192,Yashin Sushi,174,51.500487,-0.195375,67e6c16bce05410ba4b1f0f5000726ea,Dining and Drinking
4b83d8b7f964a520571331e3,Papaya Tree,64,51.499565,-0.196575,67e6c16bce05410ba4b1f0f5000726ea,Dining and Drinking
4bf831094a67c9285df824cf,Quartier Dining Room - Eight Moorgate,63,51.521503,-0.083882,2d1fd6bf5426f3dc34fae06f43f76f69,Dining and Drinking
53bbdefe498e97b80789e930,Banh-Mi & Son,99,51.52164,-0.083249,2d1fd6bf5426f3dc34fae06f43f76f69,Dining and Drinking
53ac0026498ee596ef17218b,The Backstreet Diner,90,51.52179,-0.083524,2d1fd6bf5426f3dc34fae06f43f76f69,Dining and Drinking
5698f64c498e6a3be418ab85,The Sichuan,193,51.522216,-0.087202,2d1fd6bf5426f3dc34fae06f43f76f69,Dining and Drinking
5dd505701d1198000826112d,Alchemy Coffee,273,51.523711,-0.084095,2d1fd6bf5426f3dc34fae06f43f76f69,Dining and Drinking
4b7a9ebef964a520e6332fe3,Marks & Spencer,259,51.519461,-0.08714,2d1fd6bf5426f3dc34fae06f43f76f69,Retail
5e4547254f10a40008fb2240,Padella Shoreditch,308,51.523489,-0.081848,2d1fd6bf5426f3dc34fae06f43f76f69,Dining and Drinking
552fee6c498e17137c118b88,Franco Manca,289,51.518936,-0.083247,2d1fd6bf5426f3dc34fae06f43f76f69,Dining and Drinking
55537b80498eca9bfce36370,Yauatcha City,283,51.51897,-0.083684,2d1fd6bf5426f3dc34fae06f43f76f69,Dining and Drinking
5ab43df0f5e9d758514a0f06,Leroy,368,51.524045,-0.08151,2d1fd6bf5426f3dc34fae06f43f76f69,Dining and Drinking
5cc3a725c66666002c5143a0,Bao Borough,82,51.505733,-0.091649,26184215d38089fcad213ef222e69780,Dining and Drinking
4ac518e6f964a5200aab20e3,Wright Brothers Oyster & Porter House,88,51.505575,-0.091562,26184215d38089fcad213ef222e69780,Dining and Drinking
4ad9a8acf964a5205f1a21e3,Monmouth Coffee Company,100,51.505575,-0.091562,26184215d38089fcad213ef222e69780,Dining and Drinking
4bf7c1814a67c928a21a24cf,Neal's Yard Dairy,106,51.505459,-0.091724,26184215d38089fcad213ef222e69780,Retail
5b07d0feb399f7002cbd0a1b,The Gentlemen Baristas,95,51.50519,-0.091705,26184215d38089fcad213ef222e69780,Dining and Drinking
61d1ded487656e253ca92842,Everyman Cinema,61,51.505591,-0.092376,26184215d38089fcad213ef222e69780,Arts and Entertainment
4fb13f6be4b020d239259282,Gelateria 3BIS,103,51.505459,-0.091724,26184215d38089fcad213ef222e69780,Dining and Drinking
4eea575faa1f7c781112e779,Aesop,112,51.50525,-0.091577,26184215d38089fcad213ef222e69780,Business and Professional Services
4c26116ea852c928bae0e56c,Richard Haward's Oysters,133,51.505434,-0.091098,26184215d38089fcad213ef222e69780,Dining and Drinking
4ac518eff964a52064ad20e3,Borough Market,140,51.505554,-0.090842,26184215d38089fcad213ef222e69780,Retail
55115f1a498edabc0e0c5281,Curzon Bloomsbury,39,51.524023,-0.123198,1eabd7ac8e781befd03f52ef56a18aa7,Arts and Entertainment
4c28812a97d00f479ee13fea,Brunswick Square Gardens,28,51.524285,-0.122214,1eabd7ac8e781befd03f52ef56a18aa7,Landmarks and Outdoors
